x,y,c,o,r
-0.0484366175623,1.02123828034,0.0,0.0,0.0
-0.396724318172,0.824473935615,0.0,0.0,0.0
0.0306404423502,1.19905964239,0.0,0.0,0.0
-0.128713725519,1.09855137788,0.0,0.0,0.0
-0.194104026909,0.846148754858,0.0,0.0,0.0
-0.0513738713458,1.25335660342,0.0,0.0,0.0
0.0168174084023,0.968004537689,0.0,0.0,0.0
0.207564922332,1.2775486548,0.0,0.0,0.0
-0.0225222104164,0.945581606389,0.0,0.0,0.0
0.00195582604123,0.74404372703,0.0,0.0,0.0
-0.166068655697,0.948921296814,0.0,0.0,0.0
-0.0354095221824,0.785954829981,0.0,0.0,0.0
0.0795358272948,1.09634741395,0.0,0.0,0.0
-0.0239172401833,0.764829037305,0.0,0.0,0.0
0.0623526416064,1.07276513063,0.0,0.0,0.0
0.0143347161834,1.05972091523,0.0,0.0,0.0
-0.0720861992218,1.06437051139,0.0,0.0,0.0
0.00231211390436,1.25712292681,0.0,0.0,0.0
0.109129725546,0.979802696347,0.0,0.0,0.0
0.230056711332,1.27575262513,0.0,0.0,0.0
0.0409968373771,0.946176900702,0.0,0.0,0.0
-0.00942708083255,0.946661023367,0.0,0.0,0.0
-0.0390472037146,0.930698384692,0.0,0.0,0.0
0.0719245520047,0.965277183652,0.0,0.0,0.0
0.0707171975425,1.03077273393,0.0,0.0,0.0
0.0177995507844,0.9204791546,0.0,0.0,0.0
-0.00242550363476,1.08796325543,0.0,0.0,0.0
-0.00796918722233,0.877750132365,0.0,0.0,0.0
0.274844683187,1.04292689013,0.0,0.0,0.0
-0.24801007138,1.04593789531,0.0,0.0,0.0
0.0435447262349,0.705156311047,0.0,0.0,0.0
0.0429995943415,0.990313741965,0.0,0.0,0.0
-0.0991217290783,1.03100858259,0.0,0.0,0.0
0.0455279957684,0.831220224417,0.0,0.0,0.0
0.0254723169646,0.960131662303,0.0,0.0,0.0
0.0167495187241,0.914028385443,0.0,0.0,0.0
-0.0751514615851,0.860012075921,0.0,0.0,0.0
-0.0556463631047,1.08599196843,0.0,0.0,0.0
-0.16850479043,0.901738576941,0.0,0.0,0.0
-0.185296961972,0.936365714088,0.0,0.0,0.0
0.0315021213394,0.892569984879,0.0,0.0,0.0
0.157513351833,1.11578018461,0.0,0.0,0.0
0.00993870535601,0.901841431539,0.0,0.0,0.0
0.0859414823523,0.952442960725,0.0,0.0,0.0
-0.151295760135,0.736147472415,0.0,0.0,0.0
-0.0307516401592,0.878579494418,0.0,0.0,0.0
0.163451251643,1.02823607332,0.0,0.0,0.0
0.0904813510371,1.10697583766,0.0,0.0,0.0
0.0193150090632,0.999368152113,0.0,0.0,0.0
-0.0725569008644,1.12259401481,0.0,0.0,0.0
-0.0218557413479,0.717731162398,0.0,0.0,0.0
-0.0745700409969,0.85568403332,0.0,0.0,0.0
0.169499353543,1.01523061491,0.0,0.0,0.0
-0.19207033213,0.810041541088,0.0,0.0,0.0
0.170532276328,1.07565335357,0.0,0.0,0.0
-0.155537351763,1.13248959237,0.0,0.0,0.0
-0.0548822855796,0.967960545981,0.0,0.0,0.0
-0.0194188959674,0.854525570399,0.0,0.0,0.0
